timestamp_us,acceleration,capacitance
1513,41,0
2726,21,1730826
3938,1,1730826
5151,-4,1730826
6364,-16,1730826
7576,-33,1730826
8788,-18,1730826
10001,10,1730826
11213,34,1730826
12425,58,1730826
13639,62,1747888
14850,40,1747888
16063,50,1747888
17276,7,1747888
18488,-34,1747888
19701,-40,1747888
20913,-52,1747888
22125,-34,1747888
23338,12,1747888
24550,50,1754106
25762,57,1754106
26975,58,1754106
28187,54,1754106
29400,-26,1754106
30612,-58,1754106
31825,-44,1754106
33037,-33,1754106
34249,-30,1754106
35462,44,1755237
36674,96,1755237
37886,91,1755237
39099,36,1755237
40312,-62,1755237
41524,-117,1755237
42736,-84,1755237
43948,-40,1755237
45161,16,1755237
46373,84,1729952
47586,107,1729952
48798,116,1729952
50010,52,1729952
51223,-35,1729952
52435,-114,1729952
53648,-125,1729952
54861,-78,1729952
56072,26,1729952
57285,110,1930943
58498,142,1930943
59710,110,1930943
60922,20,1930943
62135,-59,1930943
63348,-104,1930943
64560,-90,1930943
65773,-33,1930943
66985,39,1930943
68197,85,1721884
69409,90,1743776
70622,52,1743776
71834,-16,1743776
73047,-71,1743776
74259,-86,1743776
75472,-43,1743776
76684,17,1743776
77897,55,1743776
79109,-4,1743776
87595,9,1743776
88809,7,1743776
90021,15,1749224
91234,12,1704450
92445,12,1769986
93657,-11,1769986
94870,-2,1769986
96082,5,1769986
97295,25,1769986
98508,22,1769986
99719,11,1769986
100932,-7,1769986
102144,-25,1782217
103357,-17,1782217
104569,-23,1782217
105781,3,1782217
106994,30,1782217
108206,53,1782217
109418,36,1782217
110631,7,1782217
111842,-20,1782217
113056,-53,1824833
114268,-65,1759297
115481,-30,1759297
116693,20,1759297
117905,61,1759297
119117,70,1759297
120329,41,1759297
121542,-25,1759297
122754,-71,1759297
123967,-68,1759286
125179,-25,1770294
126392,20,1770294
127604,68,1770294
128817,74,1770294
130029,50,1770294
131241,18,1770294
132454,-9,1770294
133666,-32,1770294
134878,-37,1770295
136090,-23,1756727
137303,7,1756727
138515,33,1756727
139728,42,1756727
140941,32,1756727
142153,6,1756727
143365,-24,1756727
144577,-32,1756727
145790,-25,1756727
147002,-12,1756727
148214,16,1756727
149427,23,1756727
150640,19,1756727
151851,10,1756727
153064,5,1756727
154277,5,1756727
155489,2,1774560
156701,-7,1774560
157914,3,1774560
159126,26,1774560
160338,23,1774560
161551,28,1774560
162764,45,1774560
163975,-21,1774560
171250,-2,1774560
172462,25,1774560
173675,32,1774560
174887,22,1774560
176099,-2,1774560
177311,-15,1774560
178524,-6,1777284
179737,0,1777284
180949,14,1777284
182161,20,1777284
183373,25,1777284
184586,20,1777284
185798,5,1777284
187010,-9,1777284
188223,-24,1777284
189436,-33,1753747
190648,-23,1753747
191861,5,1753747
193072,31,1753747
194285,47,1753747
195497,36,1753747
196710,3,1753747
197922,-19,1753747
199135,-38,1753747
200348,-33,1731956
201560,-7,1731956
202772,28,1731956
203985,45,1731956
205197,48,1731956
206409,20,1731956
207621,-9,1731956
208834,-23,1731956
210046,-21,1731956
211259,-3,1730364
212471,17,1730364
213684,36,1730364
214896,32,1730364
216109,18,1730364
217321,0,1730364
218533,-15,1730364
